label,title,content,text,cleaned_text
0,Could've been better.,"Like the songs from Linkin Park and Goo Goo Dolls. Thought the other songs could've been better - a lot better. Especially the Transformes theme song. I do not like this version at all. The version by Lion on the original animated movie is much better.Also much better, and a more recent version, is a version of the song done by Black Lab. This should've been on the album and would've been good for the closing credits of the movie as well. [...] and you can hear their version (and see some YouTube videos of the song).I, too, hope an orchestral soundtrack of the movie comes out.","Like the songs from Linkin Park and Goo Goo Dolls. Thought the other songs could've been better - a lot better. Especially the Transformes theme song. I do not like this version at all. The version by Lion on the original animated movie is much better.Also much better, and a more recent version, is a version of the song done by Black Lab. This should've been on the album and would've been good for the closing credits of the movie as well. [...] and you can hear their version (and see some YouTube videos of the song).I, too, hope an orchestral soundtrack of the movie comes out. Could've been better.",like the songs from linkin park and goo goo dolls thought the other songs could ve been better a lot better especially the transformes theme song i do not like this version at all the version by lion on the original animated movie is much better also much better and a more recent version is a version of the song done by black lab this should ve been on the album and would ve been good for the closing credits of the movie as well and you can hear their version and see some youtube videos of the song i too hope an orchestral soundtrack of the movie comes out could ve been better
2,A not-too-sweet Success,At last a children's book that doesn't raise your blood sugar! Great illustrations and a memorable way to present the counting concept. I wish there were more books like this and the companion Mouse Paint.,At last a children's book that doesn't raise your blood sugar! Great illustrations and a memorable way to present the counting concept. I wish there were more books like this and the companion Mouse Paint. A not-too-sweet Success,at last a children s book that doesn t raise your blood sugar great illustrations and a memorable way to present the counting concept i wish there were more books like this and the companion mouse paint a not too sweet success
0,Portraits of My Life: Looking Back As a Adult Child of Alcoholism,"I ordered this book because I too am an adult child of an alcoholic. The book is a collection of letters written by the author about her relationship with her father an alcoholic and her relationship with her mother the woman who married him. I don't know where you would find this book in a book store, it is not fiction, it is not a biography or a autobiography, and it certainly not a self help book. The subject of the book spiked my interest, the writing did not!!","I ordered this book because I too am an adult child of an alcoholic. The book is a collection of letters written by the author about her relationship with her father an alcoholic and her relationship with her mother the woman who married him. I don't know where you would find this book in a book store, it is not fiction, it is not a biography or a autobiography, and it certainly not a self help book. The subject of the book spiked my interest, the writing did not!! Portraits of My Life: Looking Back As a Adult Child of Alcoholism",i ordered this book because i too am an adult child of an alcoholic the book is a collection of letters written by the author about her relationship with her father an alcoholic and her relationship with her mother the woman who married him i don t know where you would find this book in a book store it is not fiction it is not a biography or a autobiography and it certainly not a self help book the subject of the book spiked my interest the writing did not portraits of my life looking back as a adult child of alcoholism
2,This is the BEST book I have ever read!!,"First of all I would like to say that this book deserves A LOT more than just 5 stars. It deserves the whole sky full of stars,.... and then some!I started reading this book for an assignment in 7th grade and had one week to read it. I didn't get it done though but I loved it very much. Two years later I found it at a library and decided to start reading it again. I got finished with the whole thing and I don't think I'll ever find a book better than it! It just touched the bottom of my heart and it made me cry when I got to the last chapter of it and I would recomend this book to anyone especially people who don't like reading because this would teach them that there really are totally AWESOME books out there and I would say that this is the #1 book in the world!!","First of all I would like to say that this book deserves A LOT more than just 5 stars. It deserves the whole sky full of stars,.... and then some!I started reading this book for an assignment in 7th grade and had one week to read it. I didn't get it done though but I loved it very much. Two years later I found it at a library and decided to start reading it again. I got finished with the whole thing and I don't think I'll ever find a book better than it! It just touched the bottom of my heart and it made me cry when I got to the last chapter of it and I would recomend this book to anyone especially people who don't like reading because this would teach them that there really are totally AWESOME books out there and I would say that this is the #1 book in the world!! This is the BEST book I have ever read!!",first of all i would like to say that this book deserves a lot more than just 5 stars it deserves the whole sky full of stars and then some i started reading this book for an assignment in 7th grade and had one week to read it i didn t get it done though but i loved it very much two years later i found it at a library and decided to start reading it again i got finished with the whole thing and i don t think i ll ever find a book better than it it just touched the bottom of my heart and it made me cry when i got to the last chapter of it and i would recomend this book to anyone especially people who don t like reading because this would teach them that there really are totally awesome books out there and i would say that this is the book in the world this is the best book i have ever read
2,HARRISON FORD AT HIS VERY BEST! WITNESS RULES!,"""WITNESS"" is about Ford and an Amish boy who witnesses a murder. Now, the Amish don't beleive in killing and guns - and to have their child see that sort of stuff is just terrible. Now, men who were involved in the murder are out to murder THE AMISH BOY! Suspenseful and red - blooded, ""WITNESS"" is an awsome film! I loved it and I bet anyone will, too! ENJOY!","""WITNESS"" is about Ford and an Amish boy who witnesses a murder. Now, the Amish don't beleive in killing and guns - and to have their child see that sort of stuff is just terrible. Now, men who were involved in the murder are out to murder THE AMISH BOY! Suspenseful and red - blooded, ""WITNESS"" is an awsome film! I loved it and I bet anyone will, too! ENJOY! HARRISON FORD AT HIS VERY BEST! WITNESS RULES!",witness is about ford and an amish boy who witnesses a murder now the amish don t beleive in killing and guns and to have their child see that sort of stuff is just terrible now men who were involved in the murder are out to murder the amish boy suspenseful and red blooded witness is an awsome film i loved it and i bet anyone will too enjoy harrison ford at his very best witness rules
2,Accurate and durable weight,"This is an accurate and durable weight. I have read numerous articles about free weights being off. I weighed mine and they were accurate. The only thing that kept them from getting five stars is that they are on the bulky side likely due to the neoprene coating. I am female 5'7"" with long thin fingers. If my fingers were not on the longer side it may be hard to grip these well. They work for me, but I would be careful if you have tiny hands.","This is an accurate and durable weight. I have read numerous articles about free weights being off. I weighed mine and they were accurate. The only thing that kept them from getting five stars is that they are on the bulky side likely due to the neoprene coating. I am female 5'7"" with long thin fingers. If my fingers were not on the longer side it may be hard to grip these well. They work for me, but I would be careful if you have tiny hands. Accurate and durable weight",this is an accurate and durable weight i have read numerous articles about free weights being off i weighed mine and they were accurate the only thing that kept them from getting five stars is that they are on the bulky side likely due to the neoprene coating i am female 5 7 with long thin fingers if my fingers were not on the longer side it may be hard to grip these well they work for me but i would be careful if you have tiny hands accurate and durable weight
2,SERIOUSLY INTENSE,"This book was given to my by a friend,along with several other books by this author. And i have to say that i was blown away! This has to be one of the most intense books i have ever read. And if someone doesn't pick up the movie rights to this book, I may have to take up a collection and do it myself.","This book was given to my by a friend,along with several other books by this author. And i have to say that i was blown away! This has to be one of the most intense books i have ever read. And if someone doesn't pick up the movie rights to this book, I may have to take up a collection and do it myself. SERIOUSLY INTENSE",this book was given to my by a friend along with several other books by this author and i have to say that i was blown away this has to be one of the most intense books i have ever read and if someone doesn t pick up the movie rights to this book i may have to take up a collection and do it myself seriously intense
0,not universal,"The description of ""universal fit"" is misleading. It was much too big for my Hyundai Accent. Plus hard to install. Better off to buy entire shaft assembly.","The description of ""universal fit"" is misleading. It was much too big for my Hyundai Accent. Plus hard to install. Better off to buy entire shaft assembly. not universal",the description of universal fit is misleading it was much too big for my hyundai accent plus hard to install better off to buy entire shaft assembly not universal
2,12 years of trouble-free use,"I have had a set of these Novi 4-channel wireless intercoms for over 12 years. Mine are set up on different wiring circuits in my current home, and they work just fine. I'm not sure why other people are having trouble with them not working on different wiring circuits. One caution: I used to live in a condo, and, apparently, one of the neighbors received a set as a Christmas present, because we began to hear their conversations the day after Christmas. We just switched channels, no more problems.","I have had a set of these Novi 4-channel wireless intercoms for over 12 years. Mine are set up on different wiring circuits in my current home, and they work just fine. I'm not sure why other people are having trouble with them not working on different wiring circuits. One caution: I used to live in a condo, and, apparently, one of the neighbors received a set as a Christmas present, because we began to hear their conversations the day after Christmas. We just switched channels, no more problems. 12 years of trouble-free use",i have had a set of these novi 4 channel wireless intercoms for over 12 years mine are set up on different wiring circuits in my current home and they work just fine i m not sure why other people are having trouble with them not working on different wiring circuits one caution i used to live in a condo and apparently one of the neighbors received a set as a christmas present because we began to hear their conversations the day after christmas we just switched channels no more problems 12 years of trouble free use
2,The BEST cheap stereo,"The design is nice, the mechanics a little awkward, the tape drive is funky, and the remote is flimsy but the SOUND, oh, my, the SOUND is wonderful. It's far better than my $250 Sony and better overall than any other stereo that I've owned.I know, I know, it's hard to believe a $50 stereo sounds great but this one does. Try it in the store, if you can. I'm not sure how or why it sounds so much better than everything else available for less than $250 but it does.","The design is nice, the mechanics a little awkward, the tape drive is funky, and the remote is flimsy but the SOUND, oh, my, the SOUND is wonderful. It's far better than my $250 Sony and better overall than any other stereo that I've owned.I know, I know, it's hard to believe a $50 stereo sounds great but this one does. Try it in the store, if you can. I'm not sure how or why it sounds so much better than everything else available for less than $250 but it does. The BEST cheap stereo",the design is nice the mechanics a little awkward the tape drive is funky and the remote is flimsy but the sound oh my the sound is wonderful it s far better than my 250 sony and better overall than any other stereo that i ve owned i know i know it s hard to believe a 50 stereo sounds great but this one does try it in the store if you can i m not sure how or why it sounds so much better than everything else available for less than 250 but it does the best cheap stereo
2,Wonderful Book full of great information,A wonderful book for the costume jewelry enthusiast. Great pictures and fantastic writing. It gave me a great insight on the quality and craftsmanship of unsigned pieces of costume jewelry. I would highly recommend this book to anyone interested in collecting costume jewelry,A wonderful book for the costume jewelry enthusiast. Great pictures and fantastic writing. It gave me a great insight on the quality and craftsmanship of unsigned pieces of costume jewelry. I would highly recommend this book to anyone interested in collecting costume jewelry Wonderful Book full of great information,a wonderful book for the costume jewelry enthusiast great pictures and fantastic writing it gave me a great insight on the quality and craftsmanship of unsigned pieces of costume jewelry i would highly recommend this book to anyone interested in collecting costume jewelry wonderful book full of great information
0,This book is not the leading Social Psyc book.,"Skynyrd had a great point. As an undergrad, I have never seen such unethical use of graphing in my life. I would not recommend this book. There was plenty of info, but ethics are ethics. This book violated those ethics and shame on the publisher for printing that.","Skynyrd had a great point. As an undergrad, I have never seen such unethical use of graphing in my life. I would not recommend this book. There was plenty of info, but ethics are ethics. This book violated those ethics and shame on the publisher for printing that. This book is not the leading Social Psyc book.",skynyrd had a great point as an undergrad i have never seen such unethical use of graphing in my life i would not recommend this book there was plenty of info but ethics are ethics this book violated those ethics and shame on the publisher for printing that this book is not the leading social psyc book
0,not all that easy...,"I think these pads are actually a real pain to put on. I like the mop in theory, but I find myself avoiding cleaning the floor because getting the pad on the thing is such a frustration.","I think these pads are actually a real pain to put on. I like the mop in theory, but I find myself avoiding cleaning the floor because getting the pad on the thing is such a frustration. not all that easy...",i think these pads are actually a real pain to put on i like the mop in theory but i find myself avoiding cleaning the floor because getting the pad on the thing is such a frustration not all that easy
2,"Works Fine, Auto Shut-Off A Big Plus","This coffeemaker works well. It is inexpensive, easy to fill, easy to clean and fairly fast. The only minor drawback is the lack of an externally visible fill level. The internal fill mark is just about impossible to see, so you really have to measure the water you put in. The automatic shut-off is a big plus. I previously had a similar Toastess model (Toastess TFC-326 Personal-Size 1-Cup Coffeemaker, Black) which was also a good coffeemaker. It had an external fill indicator, but it lacked the automatic shut-off. I kept forgetting to turn it off after making coffee, which probably contributed to its early demise.","This coffeemaker works well. It is inexpensive, easy to fill, easy to clean and fairly fast. The only minor drawback is the lack of an externally visible fill level. The internal fill mark is just about impossible to see, so you really have to measure the water you put in. The automatic shut-off is a big plus. I previously had a similar Toastess model (Toastess TFC-326 Personal-Size 1-Cup Coffeemaker, Black) which was also a good coffeemaker. It had an external fill indicator, but it lacked the automatic shut-off. I kept forgetting to turn it off after making coffee, which probably contributed to its early demise. Works Fine, Auto Shut-Off A Big Plus",this coffeemaker works well it is inexpensive easy to fill easy to clean and fairly fast the only minor drawback is the lack of an externally visible fill level the internal fill mark is just about impossible to see so you really have to measure the water you put in the automatic shut off is a big plus i previously had a similar toastess model toastess tfc 326 personal size 1 cup coffeemaker black which was also a good coffeemaker it had an external fill indicator but it lacked the automatic shut off i kept forgetting to turn it off after making coffee which probably contributed to its early demise works fine auto shut off a big plus
2,Very nice,"It works fast. Mineral deposits on the bottom, but not a big problem to clean. It is actually boiling water, not just heating it and also turning off at correct time. I have it for around 2 years. Works fine.","It works fast. Mineral deposits on the bottom, but not a big problem to clean. It is actually boiling water, not just heating it and also turning off at correct time. I have it for around 2 years. Works fine. Very nice",it works fast mineral deposits on the bottom but not a big problem to clean it is actually boiling water not just heating it and also turning off at correct time i have it for around 2 years works fine very nice
0,only 1/2 a cord?,"Does this include the portion that connects to the fryer itself? That is the part I need, I have the portion that goes into the wall and the picture only shows the portion I have. anybody know?","Does this include the portion that connects to the fryer itself? That is the part I need, I have the portion that goes into the wall and the picture only shows the portion I have. anybody know? only 1/2 a cord?",does this include the portion that connects to the fryer itself that is the part i need i have the portion that goes into the wall and the picture only shows the portion i have anybody know only 1 2 a cord
0,Ralphie May,"I like Ralphie May , but I don't think this was one of his best, I have seen much better then this..I was not too happy with this","I like Ralphie May , but I don't think this was one of his best, I have seen much better then this..I was not too happy with this Ralphie May",i like ralphie may but i don t think this was one of his best i have seen much better then this i was not too happy with this ralphie may
0,Save yourself from undoubted fits of nacrolepsy.,"It seems like Palahniuk is stuck in a lyrical rut that comes out more and more recycled with each novel, and although this was fine through the first five novels (with the exception of Invisible Monsters-which is probably slightly worse than Diary) it really bottoms out here.Insert comically dark one-liner here.Reinterate said one-liner every fourth paragraph.If anything, stick with Survivor, Choke, or Fight Club.","It seems like Palahniuk is stuck in a lyrical rut that comes out more and more recycled with each novel, and although this was fine through the first five novels (with the exception of Invisible Monsters-which is probably slightly worse than Diary) it really bottoms out here.Insert comically dark one-liner here.Reinterate said one-liner every fourth paragraph.If anything, stick with Survivor, Choke, or Fight Club. Save yourself from undoubted fits of nacrolepsy.",it seems like palahniuk is stuck in a lyrical rut that comes out more and more recycled with each novel and although this was fine through the first five novels with the exception of invisible monsters which is probably slightly worse than diary it really bottoms out here insert comically dark one liner here reinterate said one liner every fourth paragraph if anything stick with survivor choke or fight club save yourself from undoubted fits of nacrolepsy
2,coby mp3,very easy to operate. Downloads well and saving your place is better than others that cost more.,very easy to operate. Downloads well and saving your place is better than others that cost more. coby mp3,very easy to operate downloads well and saving your place is better than others that cost more coby mp3
2,THE SMITHS BEST CD,"I love this CD, to me it's a classic... it brings back memories from high school...some of the melancholy lyrics (like, 'I Know It's Over') can make you feel bad, that it feels good..LOL","I love this CD, to me it's a classic... it brings back memories from high school...some of the melancholy lyrics (like, 'I Know It's Over') can make you feel bad, that it feels good..LOL THE SMITHS BEST CD",i love this cd to me it s a classic it brings back memories from high school some of the melancholy lyrics like i know it s over can make you feel bad that it feels good lol the smiths best cd
0,What went wrong?,"Whomever designed this was definitely a minimalist. The ""slot"" for business cards is barely useable, the zippered compartment for the keyboard is a challenge to zip up- hope you're not in a hurry and there is absolutely NO room for an extra stylus, a memory card/stick. Save some $ and look for something else.","Whomever designed this was definitely a minimalist. The ""slot"" for business cards is barely useable, the zippered compartment for the keyboard is a challenge to zip up- hope you're not in a hurry and there is absolutely NO room for an extra stylus, a memory card/stick. Save some $ and look for something else. What went wrong?",whomever designed this was definitely a minimalist the slot for business cards is barely useable the zippered compartment for the keyboard is a challenge to zip up hope you re not in a hurry and there is absolutely no room for an extra stylus a memory card stick save some and look for something else what went wrong
2,Great starting off point for new bank board members,"Benton Gup gives a very thorough overview of the role of a bank board member and the importance of understanding the major elements that make up a modern financial institution.It is important to note that this is a starter book; if you are currently a bank board member, or contemplating becoming one, you should understand that this book will spur you to further study on major subjects in other books and formats.","Benton Gup gives a very thorough overview of the role of a bank board member and the importance of understanding the major elements that make up a modern financial institution.It is important to note that this is a starter book; if you are currently a bank board member, or contemplating becoming one, you should understand that this book will spur you to further study on major subjects in other books and formats. Great starting off point for new bank board members",benton gup gives a very thorough overview of the role of a bank board member and the importance of understanding the major elements that make up a modern financial institution it is important to note that this is a starter book if you are currently a bank board member or contemplating becoming one you should understand that this book will spur you to further study on major subjects in other books and formats great starting off point for new bank board members
2,Ethereal Old School Groove,"Evelyn's latest release and contribution to the ""...Late Night"" compilation is quickly making it up to my 'Best of' list for this series.My only question is why the dialogue at the end? I never have cared to listen to it.","Evelyn's latest release and contribution to the ""...Late Night"" compilation is quickly making it up to my 'Best of' list for this series.My only question is why the dialogue at the end? I never have cared to listen to it. Ethereal Old School Groove",evelyn s latest release and contribution to the late night compilation is quickly making it up to my best of list for this series my only question is why the dialogue at the end i never have cared to listen to it ethereal old school groove
2,This Wheel's on Fire,This is a FABULOUS read !!! I was mesmerized by the entire book regarding the story of the Band. It had me in tears at times !!,This is a FABULOUS read !!! I was mesmerized by the entire book regarding the story of the Band. It had me in tears at times !! This Wheel's on Fire,this is a fabulous read i was mesmerized by the entire book regarding the story of the band it had me in tears at times this wheel s on fire
2,Innovative,"Finally, an instrumental cd that allows dj's to mix withouthaving to buy the single to every popular hip hop song just toget the instrumental. Hopefully more will come.","Finally, an instrumental cd that allows dj's to mix withouthaving to buy the single to every popular hip hop song just toget the instrumental. Hopefully more will come. Innovative",finally an instrumental cd that allows dj s to mix withouthaving to buy the single to every popular hip hop song just toget the instrumental hopefully more will come innovative
2,GEORGE FORMAN MODEL #GRP90WGR,This is a great item and the reason I chose it was the removable plates. It is so much easier to clean than the ones that you cant remove the plates.,This is a great item and the reason I chose it was the removable plates. It is so much easier to clean than the ones that you cant remove the plates. GEORGE FORMAN MODEL #GRP90WGR,this is a great item and the reason i chose it was the removable plates it is so much easier to clean than the ones that you cant remove the plates george forman model
2,Ran the Stoplight?,"Listened to this CD closely for the first time in a while. I've forgotten how outstanding this CD is. While I have not heard Pure, I have ordered it hoping it that will be anything close to this CD - and hopefully far away from Dead Inside which is a whole different planet. Great vocals, great music, great lyrics, it has it all.","Listened to this CD closely for the first time in a while. I've forgotten how outstanding this CD is. While I have not heard Pure, I have ordered it hoping it that will be anything close to this CD - and hopefully far away from Dead Inside which is a whole different planet. Great vocals, great music, great lyrics, it has it all. Ran the Stoplight?",listened to this cd closely for the first time in a while i ve forgotten how outstanding this cd is while i have not heard pure i have ordered it hoping it that will be anything close to this cd and hopefully far away from dead inside which is a whole different planet great vocals great music great lyrics it has it all ran the stoplight
2,My children love this CD!,"The best night time CD for infants, toddlers and young children. All my children listen to this when they fall asleep at night. I start playing this when they are infants and my 9 year old still falls asleep to this CD. It is very soothing.","The best night time CD for infants, toddlers and young children. All my children listen to this when they fall asleep at night. I start playing this when they are infants and my 9 year old still falls asleep to this CD. It is very soothing. My children love this CD!",the best night time cd for infants toddlers and young children all my children listen to this when they fall asleep at night i start playing this when they are infants and my 9 year old still falls asleep to this cd it is very soothing my children love this cd
0,bad cd not the original sound,"these cd from Supermax is not the original recording!When you listening to Supermax great hit LOVE MACHINEyou can hear it by yourself,that he's different from theoriginal recording.","these cd from Supermax is not the original recording!When you listening to Supermax great hit LOVE MACHINEyou can hear it by yourself,that he's different from theoriginal recording. bad cd not the original sound",these cd from supermax is not the original recording when you listening to supermax great hit love machineyou can hear it by yourself that he s different from theoriginal recording bad cd not the original sound
2,The Big Top In Full Effect,"The Men At Large Classic Big Men Contuied To Please Radio Listeners Around The World As A Veteran Radio On AirRadio Personality For 42 yearsI Contuied to give the Big Guys radio airplay due there talent and my friend theLate Great Gerald Levert I Gave Them There First Airplay here in Oklahoma City Like I Gave Gerald Levert hisfirst airplay if you want to dig a littl deeper I even gave the O'jays some of their first airplay with theclassic' I,ll Be Sweeter On Tomorrow Than I Was Yesterday.The Big Guy Are Still Standing Tall And Stilled getting heavy Radio Play. A Great sensation buy dont let this classic cd get away from you.Vernon CampbellKTLR AM 890 /KTLR 94.1 FMOklahoma City Oklahoma","The Men At Large Classic Big Men Contuied To Please Radio Listeners Around The World As A Veteran Radio On AirRadio Personality For 42 yearsI Contuied to give the Big Guys radio airplay due there talent and my friend theLate Great Gerald Levert I Gave Them There First Airplay here in Oklahoma City Like I Gave Gerald Levert hisfirst airplay if you want to dig a littl deeper I even gave the O'jays some of their first airplay with theclassic' I,ll Be Sweeter On Tomorrow Than I Was Yesterday.The Big Guy Are Still Standing Tall And Stilled getting heavy Radio Play. A Great sensation buy dont let this classic cd get away from you.Vernon CampbellKTLR AM 890 /KTLR 94.1 FMOklahoma City Oklahoma The Big Top In Full Effect",the men at large classic big men contuied to please radio listeners around the world as a veteran radio on airradio personality for 42 yearsi contuied to give the big guys radio airplay due there talent and my friend thelate great gerald levert i gave them there first airplay here in oklahoma city like i gave gerald levert hisfirst airplay if you want to dig a littl deeper i even gave the o jays some of their first airplay with theclassic i ll be sweeter on tomorrow than i was yesterday the big guy are still standing tall and stilled getting heavy radio play a great sensation buy dont let this classic cd get away from you vernon campbellktlr am 890 ktlr 94 1 fmoklahoma city oklahoma the big top in full effect
0,"Sorry, not much here for me","I bought it for some insight on troubleshooting my PS2, disk read problems. Not much there, unfortunately. That in it's own self wouldn't be a killer, but the fact that the book is 2/3 ""guide to games"" cinches the deal. It's from 2001, so there are no games since then included in the guide. If you just bought a PS2 (like I did) and you find this for a buck at a flea market, it might be worth it.","I bought it for some insight on troubleshooting my PS2, disk read problems. Not much there, unfortunately. That in it's own self wouldn't be a killer, but the fact that the book is 2/3 ""guide to games"" cinches the deal. It's from 2001, so there are no games since then included in the guide. If you just bought a PS2 (like I did) and you find this for a buck at a flea market, it might be worth it. Sorry, not much here for me",i bought it for some insight on troubleshooting my ps2 disk read problems not much there unfortunately that in it s own self wouldn t be a killer but the fact that the book is 2 3 guide to games cinches the deal it s from 2001 so there are no games since then included in the guide if you just bought a ps2 like i did and you find this for a buck at a flea market it might be worth it sorry not much here for me
2,This is one of my go-to books.,"I absolutely love this book. Originally, I found it and checked it out my campus library. I found it so inspirational and helpful for my design work that I had to buy a copy of my own. It is great for people who are really interested in typography.","I absolutely love this book. Originally, I found it and checked it out my campus library. I found it so inspirational and helpful for my design work that I had to buy a copy of my own. It is great for people who are really interested in typography. This is one of my go-to books.",i absolutely love this book originally i found it and checked it out my campus library i found it so inspirational and helpful for my design work that i had to buy a copy of my own it is great for people who are really interested in typography this is one of my go to books
0,Do Not Buy,"This is a waste of money, ripped apart after two workouts on a treadmill. Will make you sweat but will break apart after a couple of uses. I purchased the valeo neoprene waist belt instead for the same price and its lasted me 3 weeks, makes me sweat even more and hasn't worn yet.","This is a waste of money, ripped apart after two workouts on a treadmill. Will make you sweat but will break apart after a couple of uses. I purchased the valeo neoprene waist belt instead for the same price and its lasted me 3 weeks, makes me sweat even more and hasn't worn yet. Do Not Buy",this is a waste of money ripped apart after two workouts on a treadmill will make you sweat but will break apart after a couple of uses i purchased the valeo neoprene waist belt instead for the same price and its lasted me 3 weeks makes me sweat even more and hasn t worn yet do not buy
2,Four years later--still a winner,"I purchased this Dutch oven about 4 years ago. We use it several times a month for roasts, soups, stews, etc. (perfect for cochinita pibil). Heats quickly and evenly and is easy to clean--even when you neglect to stir the contents and they burn on the bottom. Just a boil a little water in the bottom and the stuff lifts off. The only minus we have is that the inside is stained--but that's from the cochinita pibil, which braises in a red achiote sauce. This is at least as good as the other brands at a fraction of the cost. For me, it's a no-brainer!","I purchased this Dutch oven about 4 years ago. We use it several times a month for roasts, soups, stews, etc. (perfect for cochinita pibil). Heats quickly and evenly and is easy to clean--even when you neglect to stir the contents and they burn on the bottom. Just a boil a little water in the bottom and the stuff lifts off. The only minus we have is that the inside is stained--but that's from the cochinita pibil, which braises in a red achiote sauce. This is at least as good as the other brands at a fraction of the cost. For me, it's a no-brainer! Four years later--still a winner",i purchased this dutch oven about 4 years ago we use it several times a month for roasts soups stews etc perfect for cochinita pibil heats quickly and evenly and is easy to clean even when you neglect to stir the contents and they burn on the bottom just a boil a little water in the bottom and the stuff lifts off the only minus we have is that the inside is stained but that s from the cochinita pibil which braises in a red achiote sauce this is at least as good as the other brands at a fraction of the cost for me it s a no brainer four years later still a winner
2,"If you like this, it's what you like","If you're a Canadian Brass form, this is christmas music in fine form. They have two Christmas CDs, one more traditional, one more snappy modern carols, they're both pretty good.","If you're a Canadian Brass form, this is christmas music in fine form. They have two Christmas CDs, one more traditional, one more snappy modern carols, they're both pretty good. If you like this, it's what you like",if you re a canadian brass form this is christmas music in fine form they have two christmas cds one more traditional one more snappy modern carols they re both pretty good if you like this it s what you like
0,BROKEN!,"The glass jug came along with three other items I ordered from Amazon. And of course since I was so eager to try the jug I opened it first and uh, the thing was broken to 23443 different pieces. The ice container and the lid were the only things I could make out from the box. The packaging sucks! It wasn't even labeled as FRAGILE. Such a disappointment! I've ordered countless products from Amazon and never was I let down like this. Blah. Never again.","The glass jug came along with three other items I ordered from Amazon. And of course since I was so eager to try the jug I opened it first and uh, the thing was broken to 23443 different pieces. The ice container and the lid were the only things I could make out from the box. The packaging sucks! It wasn't even labeled as FRAGILE. Such a disappointment! I've ordered countless products from Amazon and never was I let down like this. Blah. Never again. BROKEN!",the glass jug came along with three other items i ordered from amazon and of course since i was so eager to try the jug i opened it first and uh the thing was broken to 23443 different pieces the ice container and the lid were the only things i could make out from the box the packaging sucks it wasn t even labeled as fragile such a disappointment i ve ordered countless products from amazon and never was i let down like this blah never again broken
2,It Holds Yer Coffee!,"Yes, this carafe holds coffee, and does a superb job. But it can also store tea, hot water, soup, hot chocolate, marbles, you name it!I've purchased two of these now. My first one broke (it stopped keeping coffee hot), and the second one is for my wife. She likes to drink that crappy flavored coffee, and I don't want it tainting my Italian roast Colombian experience.","Yes, this carafe holds coffee, and does a superb job. But it can also store tea, hot water, soup, hot chocolate, marbles, you name it!I've purchased two of these now. My first one broke (it stopped keeping coffee hot), and the second one is for my wife. She likes to drink that crappy flavored coffee, and I don't want it tainting my Italian roast Colombian experience. It Holds Yer Coffee!",yes this carafe holds coffee and does a superb job but it can also store tea hot water soup hot chocolate marbles you name it i ve purchased two of these now my first one broke it stopped keeping coffee hot and the second one is for my wife she likes to drink that crappy flavored coffee and i don t want it tainting my italian roast colombian experience it holds yer coffee
0,I REALLY HOPE HE RETIRES AFTER THIS WEAK CD.,"I hope he retires for good this time because I am getting tired of looking at his ugly face and weak music.This cd is really weak and pathetic because it sounds boring just like all the rest of his albums.The music is very pop accompanied by weak beats and weak rapping.He raps about the same thing that all rappers rap about money,clothes,cars,hoes.All in all I hope he stays retired because he is one weak rapper.DO NOT BUY THIS GARBAGE!!!","I hope he retires for good this time because I am getting tired of looking at his ugly face and weak music.This cd is really weak and pathetic because it sounds boring just like all the rest of his albums.The music is very pop accompanied by weak beats and weak rapping.He raps about the same thing that all rappers rap about money,clothes,cars,hoes.All in all I hope he stays retired because he is one weak rapper.DO NOT BUY THIS GARBAGE!!! I REALLY HOPE HE RETIRES AFTER THIS WEAK CD.",i hope he retires for good this time because i am getting tired of looking at his ugly face and weak music this cd is really weak and pathetic because it sounds boring just like all the rest of his albums the music is very pop accompanied by weak beats and weak rapping he raps about the same thing that all rappers rap about money clothes cars hoes all in all i hope he stays retired because he is one weak rapper do not buy this garbage i really hope he retires after this weak cd
2,"Squirrel ""Pruf"" feeder","The feeder has less capacity than it seemed and is not completely squirrel proof. It is sturdy, attractive, and better than most at keeping pests at bay. The birds seem to like it better than the feeder it replaced. I plan to buy one more for the front yard.","The feeder has less capacity than it seemed and is not completely squirrel proof. It is sturdy, attractive, and better than most at keeping pests at bay. The birds seem to like it better than the feeder it replaced. I plan to buy one more for the front yard. Squirrel ""Pruf"" feeder",the feeder has less capacity than it seemed and is not completely squirrel proof it is sturdy attractive and better than most at keeping pests at bay the birds seem to like it better than the feeder it replaced i plan to buy one more for the front yard squirrel pruf feeder
2,amazing little speakers!,"these speakers are wonderful! and adorable! my only gripe is that they're fairly lightweight and if the sound is up loud, they tend to rumble right off my shelf. and although i do wish they went a little louder, they're pretty stellar for the size and price.","these speakers are wonderful! and adorable! my only gripe is that they're fairly lightweight and if the sound is up loud, they tend to rumble right off my shelf. and although i do wish they went a little louder, they're pretty stellar for the size and price. amazing little speakers!",these speakers are wonderful and adorable my only gripe is that they re fairly lightweight and if the sound is up loud they tend to rumble right off my shelf and although i do wish they went a little louder they re pretty stellar for the size and price amazing little speakers
